trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
Train880,07:55:00,07:55:00,11946,1,,,,11.17,1
Train880,08:03:00,08:03:00,11947,2,,,,22.65,1
Train880,08:07:00,08:07:00,11948,3,,,,26.53,1
Train880,08:13:00,08:13:00,11949,4,,,,33.29,1
Train880,08:17:00,08:17:00,11950,5,,,,37.3,1
Train880,08:21:00,08:21:00,11951,6,,,,41.9,1
Train880,08:25:00,08:25:00,11952,7,,,,44.99,1
Train880,08:28:00,08:28:00,11953,8,,,,46.7,1
Train880,08:34:00,08:34:00,11954,9,,,,52.85,1
Train880,08:39:00,08:39:00,11955,10,,,,59.78,1
Train880,08:42:00,08:42:00,11956,11,,,,62.05,1
Train880,08:48:00,08:48:00,11957,12,,,,67.3,1
Train880,09:21:00,09:21:00,11958,13,,,,78.84,1
Train880R,07:45:00,07:45:00,11943,0,,,,0,1
Train880R,07:55:00,07:55:00,11946,1,,,,11.17,1
Train880R,08:03:00,08:03:00,11947,2,,,,22.65,1
Train880R,08:07:00,08:07:00,11948,3,,,,26.53,1
Train880R,08:13:00,08:13:00,11949,4,,,,33.29,1
Train880R,08:17:00,08:17:00,11950,5,,,,37.3,1
Train880R,08:21:00,08:21:00,11951,6,,,,41.9,1
Train880R,08:25:00,08:25:00,11952,7,,,,44.99,1
Train880R,08:28:00,08:28:00,11953,8,,,,46.7,1
Train880R,08:34:00,08:34:00,11954,9,,,,52.85,1
Train880R,08:39:00,08:39:00,11955,10,,,,59.78,1
Train880R,08:42:00,08:42:00,11956,11,,,,62.05,1
Train880R,08:48:00,08:48:00,11957,12,,,,67.3,1
Train880R,09:21:00,09:21:00,11958,13,,,,78.84,1
Train876,06:40:00,06:40:00,11943,0,,,,0,1
Train876,06:50:00,06:50:00,11946,1,,,,11.17,1
Train876,07:01:00,07:01:00,11948,2,,,,26.53,1
Train876,07:09:00,07:09:00,11950,3,,,,37.3,1
Train876,07:14:00,07:14:00,11951,4,,,,41.9,1
Train876,07:18:00,07:18:00,11952,5,,,,44.99,1
Train876,07:20:00,07:20:00,11953,6,,,,46.7,1
Train876,07:26:00,07:26:00,11954,7,,,,52.85,1
Train876,07:32:00,07:32:00,11955,8,,,,59.78,1
Train876,07:35:00,07:35:00,11956,9,,,,62.05,1
Train876,07:41:00,07:41:00,11957,10,,,,67.3,1
Train876,08:15:00,08:15:00,11958,11,,,,78.84,1
Train894,07:10:00,07:10:00,11944,0,,,,0,1
Train894,07:17:00,07:17:00,11945,1,,,,3.9,1
Train894,07:52:00,07:52:00,11950,2,,,,48.44,1
Train894,07:57:00,07:57:00,11951,3,,,,53.04,1
Train894,08:01:00,08:01:00,11952,4,,,,56.13,1
Train894,08:08:00,08:08:00,11954,5,,,,63.99,1
Train894,08:13:00,08:13:00,11955,6,,,,70.92,1
Train894,08:16:00,08:16:00,11956,7,,,,73.19,1
Train894,08:22:00,08:22:00,11957,8,,,,78.44,1
Train894,08:52:00,08:52:00,11958,9,,,,89.98,1
Train878,06:25:00,06:25:00,11940,0,,,,0,1
Train878,06:42:00,06:42:00,11941,1,,,,19.43,1
Train878,06:53:00,06:53:00,11942,2,,,,29.47,1
Train878,07:07:00,07:07:00,11943,3,,,,39.21,1
Train878,07:17:00,07:17:00,11946,4,,,,50.37,1
Train878,07:26:00,07:26:00,11947,5,,,,61.68,1
Train878,07:30:00,07:30:00,11948,6,,,,65.72,1
Train878,07:38:00,07:38:00,11949,7,,,,72.5,1
Train878,07:41:00,07:41:00,11950,8,,,,76.5,1
Train878,07:46:00,07:46:00,11951,9,,,,81.1,1
Train878,07:49:00,07:49:00,11952,10,,,,84.19,1
Train878,07:56:00,07:56:00,11954,11,,,,92.04,1
Train878,08:05:00,08:05:00,11957,12,,,,106.5,1
Train878,08:32:00,08:32:00,11958,13,,,,118.04,1
Train878R,06:25:00,06:25:00,11940,0,,,,0,1
Train878R,06:42:00,06:42:00,11941,1,,,,19.43,1
Train878R,06:53:00,06:53:00,11942,2,,,,29.47,1
Train878R,07:07:00,07:07:00,11943,3,,,,39.21,1
Train878R,07:17:00,07:17:00,11946,4,,,,50.37,1
Train878R,07:26:00,07:26:00,11947,5,,,,61.68,1
Train878R,07:30:00,07:30:00,11948,6,,,,65.72,1
Train878R,07:38:00,07:38:00,11949,7,,,,72.5,1
Train878R,07:41:00,07:41:00,11950,8,,,,76.5,1
Train878R,07:46:00,07:46:00,11951,9,,,,81.1,1
Train878R,07:49:00,07:49:00,11952,10,,,,84.19,1
Train878R,07:56:00,07:56:00,11954,11,,,,92.04,1
Train878R,08:05:00,08:05:00,11957,12,,,,106.5,1
Train878R,08:32:00,08:32:00,11958,13,,,,118.04,1
Train881,18:20:00,18:20:00,11958,0,,,,0,1
Train881,18:33:00,18:33:00,11959,1,,,,11.54,1
Train881,18:38:00,18:38:00,11960,2,,,,16.79,1
Train881,18:42:00,18:42:00,11961,3,,,,19.06,1
Train881,18:48:00,18:48:00,11962,4,,,,25.99,1
Train881,18:54:00,18:54:00,11964,5,,,,33.85,1
Train881,18:58:00,18:58:00,11965,6,,,,36.94,1
Train881,19:03:00,19:03:00,11966,7,,,,41.54,1
Train881,19:09:00,19:09:00,11968,8,,,,52.31,1
Train881,19:20:00,19:20:00,11970,9,,,,67.67,1
Train881,19:30:00,19:30:00,11973,10,,,,78.83,1
Train881,19:40:00,19:40:00,11974,11,,,,88.57,1
Train881,19:48:00,19:48:00,11975,12,,,,98.61,1
Train881,20:25:00,20:25:00,11940,13,,,,118.04,1
Train881R,18:20:00,18:20:00,11958,0,,,,0,1
Train881R,18:33:00,18:33:00,11959,1,,,,11.54,1
Train881R,18:38:00,18:38:00,11960,2,,,,16.79,1
Train881R,18:42:00,18:42:00,11961,3,,,,19.06,1
Train881R,18:48:00,18:48:00,11962,4,,,,25.99,1
Train881R,18:54:00,18:54:00,11964,5,,,,33.85,1
Train881R,18:58:00,18:58:00,11965,6,,,,36.94,1
Train881R,19:03:00,19:03:00,11966,7,,,,41.54,1
Train881R,19:09:00,19:09:00,11968,8,,,,52.31,1
Train881R,19:20:00,19:20:00,11970,9,,,,67.67,1
Train881R,19:30:00,19:30:00,11973,10,,,,78.83,1
Train881R,19:40:00,19:40:00,11974,11,,,,88.57,1
Train881R,19:48:00,19:48:00,11975,12,,,,98.61,1
Train881R,20:25:00,20:25:00,11940,13,,,,118.04,1
Train879,17:40:00,17:40:00,11958,0,,,,0,1
Train879,17:54:00,17:54:00,11959,1,,,,11.54,1
Train879,17:59:00,17:59:00,11960,2,,,,16.79,1
Train879,18:03:00,18:03:00,11961,3,,,,19.06,1
Train879,18:09:00,18:09:00,11962,4,,,,25.99,1
Train879,18:15:00,18:15:00,11963,5,,,,32.14,1
Train879,18:17:00,18:17:00,11964,6,,,,33.85,1
Train879,18:21:00,18:21:00,11965,7,,,,36.94,1
Train879,18:25:00,18:25:00,11966,8,,,,41.54,1
Train879,18:29:00,18:29:00,11967,9,,,,45.56,1
Train879,18:34:00,18:34:00,11968,10,,,,52.31,1
Train879,18:37:00,18:37:00,11969,11,,,,56.19,1
Train879,18:46:00,18:46:00,11970,12,,,,67.67,1
Train879,18:57:00,18:57:00,11973,13,,,,78.83,1
Train879,19:09:00,19:09:00,11974,14,,,,88.57,1
Train879,19:18:00,19:18:00,11975,15,,,,98.61,1
Train879,19:50:00,19:50:00,11940,16,,,,118.04,1
Train873,15:30:00,15:30:00,11958,0,,,,0,1
Train873,15:42:00,15:42:00,11959,1,,,,11.54,1
Train873,15:47:00,15:47:00,11960,2,,,,16.79,1
Train873,15:54:00,15:54:00,11962,3,,,,25.99,1
Train873,16:01:00,16:01:00,11964,4,,,,33.85,1
Train873,16:06:00,16:06:00,11965,5,,,,36.94,1
Train873,16:10:00,16:10:00,11966,6,,,,41.54,1
Train873,16:17:00,16:17:00,11968,7,,,,52.31,1
Train873,16:28:00,16:28:00,11970,8,,,,67.67,1
Train873,16:51:00,16:51:00,11973,9,,,,78.83,1
Train891,15:45:00,15:45:00,11958,0,,,,0,1
Train891,15:58:00,15:58:00,11959,1,,,,11.54,1
Train891,16:04:00,16:04:00,11961,2,,,,19.06,1
Train891,16:10:00,16:10:00,11962,3,,,,25.99,1
Train891,16:15:00,16:15:00,11963,4,,,,32.14,1
Train891,16:18:00,16:18:00,11964,5,,,,33.85,1
Train891,16:21:00,16:21:00,11965,6,,,,36.94,1
Train891,16:25:00,16:25:00,11966,7,,,,41.54,1
Train891,16:28:00,16:28:00,11967,8,,,,45.56,1
Train891,16:36:00,16:36:00,11969,9,,,,56.19,1
Train891,17:19:00,17:19:00,11971,10,,,,86.08,1
Train891,17:29:00,17:29:00,11972,11,,,,89.98,1
Train877,16:55:00,16:55:00,11958,0,,,,0,1
Train877,17:07:00,17:07:00,11959,1,,,,11.54,1
Train877,17:13:00,17:13:00,11960,2,,,,16.79,1
Train877,17:17:00,17:17:00,11961,3,,,,19.06,1
Train877,17:23:00,17:23:00,11962,4,,,,25.99,1
Train877,17:29:00,17:29:00,11963,5,,,,32.14,1
Train877,17:32:00,17:32:00,11964,6,,,,33.85,1
Train877,17:37:00,17:37:00,11965,7,,,,36.94,1
Train877,17:41:00,17:41:00,11966,8,,,,41.54,1
Train877,17:45:00,17:45:00,11967,9,,,,45.56,1
Train877,17:51:00,17:51:00,11968,10,,,,52.31,1
Train877,17:54:00,17:54:00,11969,11,,,,56.19,1
Train877,18:04:00,18:04:00,11970,12,,,,67.67,1
Train877,18:28:00,18:28:00,11973,13,,,,78.84,1
Train877RP,16:55:00,16:55:00,11958,0,,,,0,1
Train877RP,17:07:00,17:07:00,11959,1,,,,11.54,1
Train877RP,17:13:00,17:13:00,11960,2,,,,16.79,1
Train877RP,17:17:00,17:17:00,11961,3,,,,19.06,1
Train877RP,17:23:00,17:23:00,11962,4,,,,25.99,1
Train877RP,17:29:00,17:29:00,11963,5,,,,32.14,1
Train877RP,17:32:00,17:32:00,11964,6,,,,33.85,1
Train877RP,17:37:00,17:37:00,11965,7,,,,36.94,1
Train877RP,17:41:00,17:41:00,11966,8,,,,41.54,1
Train877RP,17:45:00,17:45:00,11967,9,,,,45.56,1
Train877RP,17:51:00,17:51:00,11968,10,,,,52.31,1
Train877RP,17:54:00,17:54:00,11969,11,,,,56.19,1
Train877RP,18:04:00,18:04:00,11970,12,,,,67.67,1
Train877RP,18:28:00,18:28:00,11973,13,,,,78.84,1
Train893,17:20:00,17:20:00,11958,0,,,,0,1
Train893,17:34:00,17:34:00,11959,1,,,,11.54,1
Train893,17:40:00,17:40:00,11960,2,,,,16.79,1
Train893,17:47:00,17:47:00,11962,3,,,,25.99,1
Train893,17:53:00,17:53:00,11964,4,,,,33.85,1
Train893,17:57:00,17:57:00,11965,5,,,,36.94,1
Train893,18:02:00,18:02:00,11966,6,,,,41.54,1
Train893,18:09:00,18:09:00,11968,7,,,,52.31,1
Train893,18:49:00,18:49:00,11971,8,,,,86.08,1
Train893,18:59:00,18:59:00,11972,9,,,,89.98,1
Train893R,17:20:00,17:20:00,11958,0,,,,0,1
Train893R,17:34:00,17:34:00,11959,1,,,,11.54,1
Train893R,17:40:00,17:40:00,11960,2,,,,16.79,1
Train893R,17:47:00,17:47:00,11962,3,,,,25.99,1
Train893R,17:53:00,17:53:00,11964,4,,,,33.85,1
Train893R,17:57:00,17:57:00,11965,5,,,,36.94,1
Train893R,18:02:00,18:02:00,11966,6,,,,41.54,1
Train893R,18:09:00,18:09:00,11968,7,,,,52.31,1
Train893R,18:49:00,18:49:00,11971,8,,,,86.08,1
Train893R,18:59:00,18:59:00,11972,9,,,,89.98,1
Train875,16:25:00,16:25:00,11958,0,,,,0,1
Train875,16:39:00,16:39:00,11959,1,,,,11.54,1
Train875,16:44:00,16:44:00,11960,2,,,,16.79,1
Train875,16:53:00,16:53:00,11962,3,,,,25.99,1
Train875,17:00:00,17:00:00,11964,4,,,,33.85,1
Train875,17:04:00,17:04:00,11965,5,,,,36.94,1
Train875,17:09:00,17:09:00,11966,6,,,,41.54,1
Train875,17:16:00,17:16:00,11968,7,,,,52.31,1
Train875,17:28:00,17:28:00,11970,8,,,,67.67,1
Train875,17:38:00,17:38:00,11973,9,,,,78.83,1
Train875,17:49:00,17:49:00,11974,10,,,,88.57,1
Train875,17:58:00,17:58:00,11975,11,,,,98.61,1
Train875,18:39:00,18:39:00,11940,12,,,,118.04,1
Train875R,16:25:00,16:25:00,11958,0,,,,0,1
Train875R,16:39:00,16:39:00,11959,1,,,,11.54,1
Train875R,16:44:00,16:44:00,11960,2,,,,16.79,1
Train875R,16:53:00,16:53:00,11962,3,,,,25.99,1
Train875R,17:00:00,17:00:00,11964,4,,,,33.85,1
Train875R,17:04:00,17:04:00,11965,5,,,,36.94,1
Train875R,17:09:00,17:09:00,11966,6,,,,41.54,1
Train875R,17:16:00,17:16:00,11968,7,,,,52.31,1
Train875R,17:28:00,17:28:00,11970,8,,,,67.67,1
Train875R,17:38:00,17:38:00,11973,9,,,,78.83,1
Train875R,17:49:00,17:49:00,11974,10,,,,88.57,1
Train875R,17:58:00,17:58:00,11975,11,,,,98.61,1
Train875R,18:39:00,18:39:00,11940,12,,,,118.04,1
Train895,18:40:00,18:40:00,11958,0,,,,0,1
Train895,18:53:00,18:53:00,11959,1,,,,11.54,1
Train895,18:59:00,18:59:00,11960,2,,,,16.79,1
Train895,19:02:00,19:02:00,11961,3,,,,19.06,1
Train895,19:08:00,19:08:00,11962,4,,,,25.99,1
Train895,19:14:00,19:14:00,11963,5,,,,32.14,1
Train895,19:17:00,19:17:00,11964,6,,,,33.85,1
Train895,19:21:00,19:21:00,11965,7,,,,36.94,1
Train895,19:25:00,19:25:00,11966,8,,,,41.54,1
Train895,19:28:00,19:28:00,11967,9,,,,45.56,1
Train895,19:33:00,19:33:00,11968,10,,,,52.31,1
Train895,19:37:00,19:37:00,11969,11,,,,56.19,1
Train895,20:11:00,20:11:00,11971,12,,,,86.08,1
Train895,20:21:00,20:21:00,11972,13,,,,89.98,1
Train883,19:25:00,19:25:00,11958,0,,,,0,1
Train883,19:37:00,19:37:00,11959,1,,,,11.54,1
Train883,19:42:00,19:42:00,11960,2,,,,16.79,1
Train883,19:45:00,19:45:00,11961,3,,,,19.06,1
Train883,19:50:00,19:50:00,11962,4,,,,25.99,1
Train883,19:54:00,19:54:00,11963,5,,,,32.14,1
Train883,19:56:00,19:56:00,11964,6,,,,33.85,1
Train883,20:00:00,20:00:00,11965,7,,,,36.94,1
Train883,20:04:00,20:04:00,11966,8,,,,41.54,1
Train883,20:07:00,20:07:00,11967,9,,,,45.56,1
Train883,20:11:00,20:11:00,11968,10,,,,52.31,1
Train883,20:15:00,20:15:00,11969,11,,,,56.19,1
Train883,20:23:00,20:23:00,11970,12,,,,67.67,1
Train883,20:47:00,20:47:00,11973,13,,,,78.83,1
Train871,13:30:00,13:30:00,11958,0,,,,0,1
Train871,13:43:00,13:43:00,11959,1,,,,11.54,1
Train871,13:48:00,13:48:00,11960,2,,,,16.79,1
Train871,13:51:00,13:51:00,11961,3,,,,19.06,1
Train871,13:56:00,13:56:00,11962,4,,,,25.99,1
Train871,14:01:00,14:01:00,11963,5,,,,32.14,1
Train871,14:05:00,14:05:00,11964,6,,,,33.85,1
Train871,14:09:00,14:09:00,11965,7,,,,36.94,1
Train871,14:13:00,14:13:00,11966,8,,,,41.54,1
Train871,14:16:00,14:16:00,11967,9,,,,45.56,1
Train871,14:22:00,14:22:00,11968,10,,,,52.31,1
Train871,14:25:00,14:25:00,11969,11,,,,56.19,1
Train871,14:33:00,14:33:00,11970,12,,,,67.67,1
Train871,15:04:00,15:04:00,11973,13,,,,78.84,1
Train855,16:45:00,16:45:00,12008,0,,,,0,1
Train855,16:51:00,16:51:00,12010,1,,,,26.15,1
Train855,16:56:00,16:56:00,12012,2,,,,31.3,1
Train855,17:01:00,17:01:00,12013,3,,,,37.18,1
Train855,17:08:00,17:08:00,12015,4,,,,47.69,1
Train855,17:35:00,17:35:00,11958,5,,,,59.12,1
Train857,17:20:00,17:20:00,12006,0,,,,0,1
Train857,17:37:00,17:37:00,12008,1,,,,18.08,1
Train857,17:43:00,17:43:00,12010,2,,,,26.15,1
Train857,17:48:00,17:48:00,12011,3,,,,30.5,1
Train857,17:49:00,17:49:00,12012,4,,,,31.3,1
Train857,17:53:00,17:53:00,12013,5,,,,37.18,1
Train857,17:59:00,17:59:00,12014,6,,,,43.6,1
Train857,18:03:00,18:03:00,12015,7,,,,47.69,1
Train857,18:05:00,18:05:00,12016,8,,,,49.23,1
Train857,18:28:00,18:28:00,11958,9,,,,59.12,1
Train857R,17:20:00,17:20:00,12006,0,,,,0,1
Train857R,17:37:00,17:37:00,12008,1,,,,18.08,1
Train857R,17:43:00,17:43:00,12010,2,,,,26.15,1
Train857R,17:48:00,17:48:00,12011,3,,,,30.5,1
Train857R,17:49:00,17:49:00,12012,4,,,,31.3,1
Train857R,17:53:00,17:53:00,12013,5,,,,37.18,1
Train857R,17:59:00,17:59:00,12014,6,,,,43.6,1
Train857R,18:03:00,18:03:00,12015,7,,,,47.69,1
Train857R,18:05:00,18:05:00,12016,8,,,,49.23,1
Train857R,18:28:00,18:28:00,11958,9,,,,59.12,1
Train859,18:15:00,18:15:00,12006,0,,,,0,1
Train859,18:34:00,18:34:00,12008,1,,,,18.08,1
Train859,18:40:00,18:40:00,12010,2,,,,26.15,1
Train859,18:44:00,18:44:00,12011,3,,,,30.5,1
Train859,18:46:00,18:46:00,12012,4,,,,31.3,1
Train859,18:50:00,18:50:00,12013,5,,,,37.18,1
Train859,18:56:00,18:56:00,12014,6,,,,43.6,1
Train859,19:00:00,19:00:00,12015,7,,,,47.69,1
Train859,19:02:00,19:02:00,12016,8,,,,49.23,1
Train859,19:23:00,19:23:00,11958,9,,,,59.12,1
Train853,15:40:00,15:40:00,12006,0,,,,0,1
Train853,15:58:00,15:58:00,12008,1,,,,18.08,1
Train853,16:04:00,16:04:00,12010,2,,,,26.15,1
Train853,16:09:00,16:09:00,12011,3,,,,30.5,1
Train853,16:10:00,16:10:00,12012,4,,,,31.3,1
Train853,16:15:00,16:15:00,12013,5,,,,37.18,1
Train853,16:21:00,16:21:00,12014,6,,,,43.6,1
Train853,16:25:00,16:25:00,12015,7,,,,47.69,1
Train853,16:27:00,16:27:00,12016,8,,,,49.23,1
Train853,16:50:00,16:50:00,11958,9,,,,59.12,1
Train851,08:05:00,08:05:00,12006,0,,,,0,1
Train851,08:17:00,08:17:00,12007,1,,,,10.78,1
Train851,08:24:00,08:24:00,12008,2,,,,18.08,1
Train851,08:31:00,08:31:00,12010,3,,,,26.15,1
Train851,08:36:00,08:36:00,12012,4,,,,31.3,1
Train851,08:41:00,08:41:00,12013,5,,,,37.18,1
Train851,08:46:00,08:46:00,12014,6,,,,43.6,1
Train851,08:50:00,08:50:00,12015,7,,,,47.69,1
Train851,08:52:00,08:52:00,12016,8,,,,49.23,1
Train851,09:12:00,09:12:00,11958,9,,,,59.12,1
Train851R,08:05:00,08:05:00,12006,0,,,,0,1
Train851R,08:17:00,08:17:00,12007,1,,,,10.78,1
Train851R,08:24:00,08:24:00,12008,2,,,,18.08,1
Train851R,08:31:00,08:31:00,12010,3,,,,26.15,1
Train851R,08:36:00,08:36:00,12012,4,,,,31.3,1
Train851R,08:41:00,08:41:00,12013,5,,,,37.18,1
Train851R,08:46:00,08:46:00,12014,6,,,,43.6,1
Train851R,08:50:00,08:50:00,12015,7,,,,47.69,1
Train851R,08:52:00,08:52:00,12016,8,,,,49.23,1
Train851R,09:12:00,09:12:00,11958,9,,,,59.12,1
Train849,07:10:00,07:10:00,12006,0,,,,0,1
Train849,07:29:00,07:29:00,12008,1,,,,18.08,1
Train849,07:35:00,07:35:00,12010,2,,,,26.15,1
Train849,07:40:00,07:40:00,12012,3,,,,31.3,1
Train849,07:45:00,07:45:00,12013,4,,,,37.18,1
Train849,07:52:00,07:52:00,12015,5,,,,47.69,1
Train849,08:21:00,08:21:00,11958,6,,,,59.12,1
Train849R,07:10:00,07:10:00,12006,0,,,,0,1
Train849R,07:29:00,07:29:00,12008,1,,,,18.08,1
Train849R,07:35:00,07:35:00,12010,2,,,,26.15,1
Train849R,07:40:00,07:40:00,12012,3,,,,31.3,1
Train849R,07:45:00,07:45:00,12013,4,,,,37.18,1
Train849R,07:52:00,07:52:00,12015,5,,,,47.69,1
Train849R,08:21:00,08:21:00,11958,6,,,,59.12,1
Train847,06:30:00,06:30:00,12006,0,,,,0,1
Train847,06:42:00,06:42:00,12007,1,,,,10.78,1
Train847,06:50:00,06:50:00,12008,2,,,,18.08,1
Train847,06:53:00,06:53:00,12009,3,,,,22.34,1
Train847,06:57:00,06:57:00,12010,4,,,,26.15,1
Train847,07:01:00,07:01:00,12012,5,,,,31.3,1
Train847,07:06:00,07:06:00,12013,6,,,,37.18,1
Train847,07:11:00,07:11:00,12014,7,,,,43.6,1
Train847,07:15:00,07:15:00,12015,8,,,,47.69,1
Train847,07:17:00,07:17:00,12016,9,,,,49.23,1
Train847,07:44:00,07:44:00,11958,10,,,,59.12,1
Train845,06:10:00,06:10:00,12006,0,,,,0,1
Train845,06:27:00,06:27:00,12008,1,,,,18.08,1
Train845,06:33:00,06:33:00,12010,2,,,,26.15,1
Train845,06:38:00,06:38:00,12012,3,,,,31.3,1
Train845,06:43:00,06:43:00,12013,4,,,,37.18,1
Train845,06:49:00,06:49:00,12014,5,,,,43.6,1
Train845,06:55:00,06:55:00,12015,6,,,,47.69,1
Train845,06:57:00,06:57:00,12016,7,,,,49.23,1
Train845,07:18:00,07:18:00,11958,8,,,,59.12,1
Train845R,06:10:00,06:10:00,12006,0,,,,0,1
Train845R,06:27:00,06:27:00,12008,1,,,,18.08,1
Train845R,06:33:00,06:33:00,12010,2,,,,26.15,1
Train845R,06:38:00,06:38:00,12012,3,,,,31.3,1
Train845R,06:43:00,06:43:00,12013,4,,,,37.18,1
Train845R,06:49:00,06:49:00,12014,5,,,,43.6,1
